OBJECTID,TYPE,Status,Comments,Date_Mod,Compiler,Name,Name_Source,created_user,created_date,last_edited_user,last_edited_date,GlobalID,Shape__Area,Shape__Length
2011,Marsh or Swamp,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,d9b1b8bd-6548-4b01-b8b8-2da68362993f,3841.19555664063,349.119760724767
2012,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,5a8d95b4-2025-434d-a498-81850048dec6,3003.44897460938,896.286919574503
2013,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,3b87f071-95cb-42fa-a808-51130ce58396,22626.4252929688,601.56200877396
2014,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,0be0ba28-d1de-4ea4-8464-333e3cba9372,2845.79443359375,928.776411787009
2015,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,e22b58ea-fd81-4e10-b620-a2a34b318b17,192454.566894531,5059.71899349619
2016,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,0c338542-ab1e-432a-8aa8-e7b764ea8a9a,7245.19653320313,895.405455859745
2017,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,ba8e914d-ef9b-4fed-bf81-b2c182f133b7,2141.24853515625,398.982791232949
2018,Lake or Reservoir,Updated,,2011-04-25T00:00:00.000Z,Sanborn,No Name,USGS,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,2486d00f-fbde-4e2c-84aa-acddad7deff5,385573.314697266,6426.65036660824
2019,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,307cbb64-d046-4228-a311-bde3261748e9,5171.49633789063,411.516728942403
2020,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,bd91d9ba-7ec9-46cd-a098-8de7622712d4,28215.9650878906,983.11725650322
2021,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,03d8debe-371d-47ed-8803-dc708913c58b,19310.2741699219,790.202277559204
2022,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,ec03668a-a8c1-4eef-9228-047a77a528c0,111892.583007813,1797.14110164513
2023,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,286b3b07-15a6-4a0d-aa3c-00baa898b4d3,110006.978515625,3121.61283020103
2024,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,95bc748f-c887-434e-993f-982e1d88998d,20792.1923828125,625.65490160711
2025,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,900bb71f-a356-4947-8fa2-059c011ed66e,56858.5441894531,1260.3206510265
2026,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,1f8da210-1417-4445-9621-5493325e78ea,6742.205078125,3173.91760302466
2027,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,21d112d2-f411-4be8-84bb-c14d3475f71e,15798.1840820313,3463.02786315024
2028,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,478302d1-036f-44c5-9351-7aeadc0b0719,2642.22021484375,232.950671647118
2029,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,f48da0a6-0785-4332-ab08-b98a7cb431fa,7349.2431640625,356.783344414995
2030,Marsh or Swamp,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,30fa3860-0f5e-4cb4-9682-42258d955134,11061.4294433594,649.566995112464
2031,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,2706fe80-c918-4554-ae05-495dbe5f8d7a,32183.3957519531,875.260656985519
2032,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,44071af1-3aea-4d5e-b644-be599b46b215,18209.9794921875,671.17391482944
2033,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,05013425-41f5-4e46-96f5-c23377c4590e,1753.35595703125,240.426554099636
2034,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,270151a7-8241-4378-973e-18be1d75fd9d,9795.98999023438,403.680765417276
2035,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,e023dbf7-2e30-4a6b-ba48-0dbab970b427,59463.0490722656,1300.76227067318
2036,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,74eaec37-f22b-4335-b7d4-f27982bd0343,33957.2045898438,934.841705494338
2037,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,ae949165-4428-48d0-9388-aae2be5c809e,37785.0622558594,801.057063553138
2038,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,b9f4c292-64ba-4519-91ab-509112836039,17993.5944824219,664.732772450763
2039,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,a516c138-0ed3-4632-9d20-97420e27a818,903.276123046875,123.572603375118
2040,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,50ee72b6-36a7-473f-8592-085ea8b01c0d,4629.359375,272.116072774241
2041,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,26e2c697-d951-41b2-9b67-4e7f4c5e5fc3,578.706787109375,105.688107960644
2042,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,73ddc163-276c-4962-8744-c4d66e16c8d1,2061.39233398438,277.211874226342
2043,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,5d474e9c-c8df-47ff-bded-b09ade7f3679,6012.80249023438,301.857525450621
2044,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,0136a610-a444-4443-9b36-fbb906bd821d,19418.0004882813,610.435217545148
2045,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,47dc1009-c193-4d71-aff4-9ea8969ace11,81008.8098144531,1157.18606773286
2046,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,34230690-0fc8-4752-8930-6d75e3876c1e,9557.65991210938,1257.48652827486
2047,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,6c66d62c-a62e-440d-b3ef-73ea2b5fbc3a,77524.287109375,1358.80439900605
2048,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,e22f88e0-b846-4f04-91e9-9546a84c8d8b,26857.3791503906,657.17987472485
2049,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,f9845479-41e8-4bee-8dde-597c70309442,8725.38989257813,2607.38535567619
2050,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,fe8c0618-e1a7-49b9-9cd4-be3d745c4a99,49794.5769042969,1250.73517643995
2051,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,d5f24902-197c-48ca-9ad6-6383c20c477e,75993.5529785156,1492.88825184723
2052,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,8444b058-b0db-4c65-8adb-7f65802b0770,76793.5256347656,2890.64389497672
2053,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,60e53a63-1742-4e3d-9ded-f472344f80e5,32539.5554199219,762.863554714185
2054,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,05cf9609-4f04-4153-b84e-2f4dfe790b4c,51633.4130859375,13488.9452135123
2055,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,1a934a92-9480-4dea-b5f7-149f65607ada,147986.608642578,24510.0906078431
2056,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,cd33a03f-a78d-4243-81c1-a976602c30b3,2229.1201171875,240.295587866921
2057,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,7d3171df-2914-4817-85a3-132916150af4,40760.5520019531,1260.54958321565
2058,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,572eec95-06d7-4083-bc02-a4c452f8b8f4,44820.3781738281,1160.16153225086
2059,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,c25c36d0-3ca0-4d67-9bf0-9d341c066cdd,3666.45947265625,270.175888011976
2060,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,56b3d7d6-b181-4363-bc22-2292c3afa2ad,97541.4572753906,2342.40878161509
2061,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,d32f0298-7085-4964-8ffb-622779480fe9,26389.7570800781,645.188388586758
2062,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,f3f7ce7d-3c52-4060-bf79-f071d166ba69,2877.71923828125,207.244412991757
2063,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,4ed7c66e-bbe1-4b22-943b-e5f65d03f75c,12105.830078125,2331.76555403934
2064,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,6e12faec-793d-431a-955f-7e6d5e666a49,15513.5317382813,3545.6820085302
2065,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,bd5dd98b-1350-414d-a1bb-ef67e5465fbf,23744.78515625,660.521588622615
2066,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,9049514c-ba73-4b3a-801c-b6ace681f5bf,16183.0712890625,601.092340660481
2067,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,3b6a6650-f478-4d47-bd5b-00006d3766e2,40756.2817382813,970.323679435949
2068,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,60f35c24-2922-4b9c-8de6-cba185d99c2b,1245.50561523438,144.631602062473
2069,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,15782534-0e06-4836-9411-440739d307a1,9318.3125,2338.11354530588
2070,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,c2d81df0-97a3-467e-99a3-a0a328299bac,20427.1945800781,593.351775967082
2071,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,79bf17c8-baab-45ce-8d31-30cbd047d79c,36476.1057128906,1157.7457903229
2072,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,31d81441-5a6c-4e77-92d7-b84d559b1c3f,2579.76611328125,191.825170473935
2073,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,7cc39eac-34d4-42d1-9e2c-edd1f7b40bed,73395.2827148438,1127.79590706666
2074,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,4aa28de2-ca46-4f7a-8195-16750f056d87,60211.3830566406,1398.53374894517
2075,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,a139ef08-0c66-4ce3-86f3-aebd360c565a,80364.1040039063,1439.75624750099
2076,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,c4bdeef3-6cec-4cb2-8e88-db0817ab2a9f,30084.4172363281,1084.04764106622
2077,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,71592310-d0a2-49bf-b4b9-92a36ef5bae3,873.841552734375,120.428790442765
2078,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,b0d54b11-3969-41a3-af63-6529a59cd247,28102.2790527344,1031.7684370285
2079,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,cb4b4faa-dde2-496d-b325-b863c827cc4a,6976.82763671875,564.843021170782
2080,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,3f4bc6b6-762a-4488-9f55-fa3cba49d2e9,180974.500976563,38172.455716646
2081,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,64b557c0-d399-4512-a642-f114c467d5a8,21531.9548339844,8620.06442523831
2082,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,ea351469-9338-4e18-9427-91d592e2a038,963.62109375,320.292448373111
2083,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,68493636-2509-42dc-840e-b0e08f9dac87,86.296875,41.480520247937
2084,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,3d487466-73c0-47bb-b940-0bf7463dd892,113826.73828125,2035.4389903671
2085,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,9e1f1834-81cc-47f6-aaa1-2e5d8717409e,3228.7822265625,242.314373952524
2086,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,58c8dc0c-886b-4726-aab2-a786df511950,266013.225097656,43622.0842438797
2087,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,8d65d990-649b-494f-8be7-36f87f6f89e4,146349.413818359,2588.07631112099
2088,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,6bf65151-2901-40d1-b411-cda84343b12e,27966.9501953125,802.144260547039
2089,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,fc3912db-6b64-4b21-be18-6e51aa62c5e9,34040.6374511719,758.313755531616
2090,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,7dd18ecc-9f74-4b8e-b130-f01df5bfdea8,2850.83129882813,300.184490412919
2091,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,460ee25e-5fa3-4402-9fc5-ca263611c090,52474.7243652344,1234.55839538443
2092,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,2a621777-9ff7-42bf-b6ec-9bb423b4322b,77211.8962402344,1961.4077202823
2093,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,a53efb09-a14c-4dcc-ab95-85dc63af0155,30056.8796386719,734.538874499325
2094,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,d6300ea4-2407-40d5-a96a-f5eedca48333,76707.9865722656,16979.2511751984
2095,Lake or Reservoir,Updated,,2011-04-25T00:00:00.000Z,Sanborn,No Name,USGS,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,e708a7e4-d6df-422d-a807-ccfebadddde1,374162.377441406,5434.36658412468
2096,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,7403903e-555b-41e8-8862-21d227d22571,2094.68530273438,738.027281527427
2097,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,1a4f14e4-585d-4924-98bd-57d0a4ac7721,46074.9272460938,1080.49820013174
2098,Pond,Updated,,2018-02-20T00:00:00.000Z,Holland,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,1f391821-204a-42b0-965d-7f2c7392aa88,119246.552978516,2603.13700751298
2099,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,4566d97b-77d8-4eb7-9f82-41adb7aaa582,103621.088623047,2054.84821667298
2100,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,ee0b77cb-e746-4fdd-9abf-728a61c9c771,4885.525390625,267.209536742871
2101,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,a76359a7-7cd2-4938-b7fc-c96be2024529,66026.1899414063,19827.6365160352
2102,Lake or Reservoir,Updated,,2011-04-25T00:00:00.000Z,Sanborn,No Name,USGS,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,8b1e41b3-4ba0-44b4-a682-e29b87dc1f57,235371.361816406,3633.02276625946
2103,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,5defcc6b-17de-4ddf-9f63-08aad690a603,16131.5974121094,544.394811166976
2104,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,97ac9cf1-214d-494e-b17b-b24d70666d18,36871.447265625,936.86199049669
2105,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,0dbb46b2-575e-49e4-8595-8ccd6733b281,16403.3022460938,567.228750562051
2106,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,12cee796-4fea-4007-b468-b7bf62bba1cf,30627.0808105469,783.828488140626
2107,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,798149c2-a237-4732-ae0f-3b817b877c90,35254.6345214844,1000.72827614266
2108,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,341c5c85-d954-45d5-b228-fd03c14d9dd7,8334.40356445313,367.607283382123
2109,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,ee7f8879-07c5-4d0a-9991-cea5b5cf7ea3,9570.0859375,439.485428516161
2110,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,bdc84c38-60d5-4a46-a0b7-23674650bef2,91728.9108886719,23900.8038129735
2111,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,5661913f-ffc8-4bce-82fa-4d0aed71a8ad,30819.4362792969,8451.05976137702
2112,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,11ebb920-2df2-439c-ba2d-6eab95d93e0b,91420.0783691406,15084.5684303164
2113,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,f3a901d5-477a-4abc-a0e4-3d951eaab0f9,22448.8054199219,589.683753296422
2114,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,c95163d1-fe99-4c96-a8b5-b2b251f6640b,6158.392578125,333.210945744015
2115,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,84e47abe-2427-4bf7-93b9-2faaac903870,59778.0324707031,1907.67415400519
2116,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,ca647e06-514b-47b2-8a91-e4924855c0f9,15382.23046875,4871.72331340393
2117,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,364276a9-ef90-4310-abed-5751347f03fb,2919.79223632813,780.547132610198
2118,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,e17758a7-f447-451b-9dfd-8bf5eb4934c4,74914.2841796875,1629.20939420154
2119,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,c25f9fd0-3653-4e1b-996d-f218dfbf376e,28818.796875,690.615834040276
2120,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,0c533466-db77-433d-98c5-c5b4e8c63648,69337.1538085938,1636.26866131827
2121,Pond,New,,2012-12-20T00:00:00.000Z,T. Clark,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,91c251eb-37ba-4045-86a0-e1758ed7cd97,50337.9279785156,1050.300793156
2122,Lake or Reservoir,Updated,,2011-04-25T00:00:00.000Z,Sanborn,No Name,USGS,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,e6907feb-18bc-451f-9953-e0c5f3e85d36,393454.033691406,6413.1900710934
2123,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,52b26f99-0d19-4d63-91bd-97b09ee0db5b,44709.3698730469,11162.60719822
2124,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,61e72a53-f657-4e58-8484-c173b5a3f1be,107514.643066406,2895.40972390099
2125,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,38924a80-14c3-44f3-9585-e1445088325a,2717.52612304688,707.642200172246
2126,Lake or Reservoir,Updated,,2011-04-25T00:00:00.000Z,Sanborn,No Name,USGS,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,60f45654-350d-4626-b629-5205e1bf5b1d,260584.4140625,4240.97382579257
2127,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,9fb87132-7fa6-47c1-8e10-f0b4ca37c9ea,6376.67456054688,2059.24978094311
2128,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,e3024256-d64d-4b7e-911f-1954b5a2c3be,12810.408203125,442.684882129696
2129,Pond,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,401158de-11f0-4ca5-a3cb-1c69893b5661,91697.021484375,1655.68237807999
2130,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,afc83e31-59d7-4ac9-8501-8ddd125c4ee2,24371.505859375,7447.75935877162
2131,Stream,New,,,,,,GISAdmin,2018-06-22T17:57:48.963Z,GISAdmin,2018-06-22T17:57:48.963Z,1291bcd8-f080-455b-8741-d766bddddd27,78199.9931640625,14745.0033822811
