OBJECTID,TYPE,Status,Comments,Compiler,Date_Modified,Data_Source,Company,Co_Label,Maint_Status,Attribute_Auth,GlobalID,created_user,created_date,last_edited_user,last_edited_date,Shape__Length
30,Railroad Centerline,New,,Sanborn,2011-05-17T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,e1017fb0-9119-4b0d-9163-db745aafb569,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,657.4263721876
31,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Burlington Northern & Santa Fe Railway Company,BN & SF,Done,S. Bradbury,239c0ce1-1f9e-4c8f-aadb-23bd591a35f2,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1099.45896295327
32,Railroad Abandoned,New,,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,e57fb26a-6ee4-4fe2-9ccf-ff3b4f99f3d0,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,31760.5651527137
33,Railroad Abandoned,New,,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,a877a004-d9a4-4b52-b33e-ec700566500a,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,5.78378480352365
34,Railroad Abandoned,New,,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,c20c781e-01e8-43b5-83b5-192acedf2a74,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,5104.67396291211
35,Railroad Abandoned,New,,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,7bdfd8cc-f5a1-4899-9183-bdbfbda50e04,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,10501.0260860208
36,Railroad Abandoned,New,,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,80be76c0-ed97-4235-ae1f-575ed99ffff9,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,5190.80840025545
37,Railroad Abandoned,New,,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,db3c6b5d-1aaf-4a34-8a73-8fa983b8478a,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,9651.14326326117
38,Railroad Abandoned,New,,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,9867f003-3ac2-4f6b-b4b3-05133b4f7c06,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1221.0669993627
39,Railroad Abandoned,New,,Sanborn,2011-05-09T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,b1c28f7f-e239-4bbb-96d4-3368639454d5,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1345.02490823866
40,Railroad Centerline,New,Merge,Sanborn,2011-05-10T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,51135efc-2586-49fe-b3fb-6b0470530198,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,64494.2491103754
41,Railroad Centerline,Existing,Merge,Surdex,2011-05-16T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,662fad11-1633-4fb1-97c7-90f39647a944,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,6419.90844836064
42,Railroad Centerline,New,Merge,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,cc19d82a-3f0c-48aa-966b-1d185e539d6e,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,25171.2203444862
43,Railroad Centerline,Existing,Merge,Surdex,2011-05-09T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,2f51ff10-a128-4629-b355-85b6026ebce9,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,47527.9936208911
44,Railroad Abandoned,Existing,,Surdex,2011-05-16T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,ce5d5ff9-30da-4b2c-a574-af2902973487,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,494.422488473028
45,Railroad Centerline,Existing,Tracks do not align,Surdex,2011-05-16T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,600f7c91-7b96-447e-83a9-5c4a1b63991c,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,712.847505610166
46,Railroad Centerline,Existing,,Surdex,2011-05-16T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,5c9ada68-370f-4be8-919f-7345406f3695,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,2733.13452051113
47,Railroad Abandoned,Existing,Merge,Surdex,2011-05-09T00:00:00.000Z,Parcel Data,Ameren Energy Resources Generating Company,,Done,S. Bradbury,ce107909-4a47-4d6a-87e2-9a2185d3563c,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,875.866911928503
48,Railroad Centerline,Existing,,Surdex,2011-05-16T00:00:00.000Z,Parcel Data,R P Lumber Company Inc.,,Done,S. Bradbury,b1c34cf1-d8d2-431f-80c2-132e18a681ef,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,783.463138668187
49,Railroad Centerline,New,,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Superior Consolidated Industries Inc.,,Done,S. Bradbury,36dd9777-0313-4ba2-aa73-22febf6f4108,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,425.935154458917
50,Railroad Centerline,Existing,Merge,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,72205552-ae8b-4a2f-be48-95e55c3ce2a2,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,812.989858462231
51,Railroad Abandoned,Existing,Merge,Surdex,2011-05-16T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,09072a6b-81f3-4e4e-a9ed-5ebc642740f4,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,954.679834398619
52,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,49dae60a-d736-436c-999d-5b3f487e7aa2,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,967.462142154154
53,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,b623317a-6329-4950-92bc-0eb3f88f8f2e,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,381.852024915991
54,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,7a75062d-a135-4c16-ad19-ab4bd6149874,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,105.427541798481
55,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,6332df1d-8472-4b7f-a090-cf4c04476655,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,676.027297069242
56,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,fca97652-caf7-4f56-aef7-5d752aa14a9f,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,115.807825922351
57,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,135ab8da-5fd6-4231-8f1a-49a33606bc15,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,110.722633581108
58,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,08d708c5-d26a-484d-9709-ca89ab5ebf67,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,695.629135591096
59,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,360132c2-fbd5-4240-a690-fb7ecc51d326,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,88.4364956944381
60,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,56359d10-f85b-4bae-b4ba-d4440a4409d3,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,950.157896460389
61,Railroad Centerline,New,Merge,Sanborn,2011-05-10T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,aacb6fd2-9efc-44e5-9538-716d9dc561ef,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,261.066311924723
62,Railroad Centerline,New,Merge,Sanborn,2011-05-10T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,70e3dd5a-0c1a-4fb9-a828-a48dfad6bd3d,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1267.57990264157
63,Railroad Centerline,New,,Sanborn,2011-05-16T00:00:00.000Z,Parcel Data,Chicago & Northwestern Railroad Company,C & NW,Done,S. Bradbury,8a5f541e-fb54-404c-9f75-8ba07a66bcd8,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,270.917583060585
64,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,7dd9c285-af66-4166-b263-b1fb0ae0ee91,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,256.275577671132
65,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,fa135506-5dd6-42b9-9d5b-e9a235e0ed6f,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,206.570974854549
66,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,cd271d64-e9f4-4af8-9257-7e8e567ec6f3,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,680.383742202415
67,Railroad Abandoned,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,bfb351e9-8e9a-4e3f-817e-be6076a398bb,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,479.339877368682
68,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,71c30d28-b1bc-4bfb-8881-989e92257841,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,112.408459439443
69,Railroad Abandoned,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,ef51a5a9-05fb-429f-9684-d7a3553c0305,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1091.63480631006
70,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,7168ac7e-aa74-49df-9019-9b9871dc475e,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,108.538364316751
71,Railroad Abandoned,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,e17bb715-2911-41a0-8406-661e5abb8e95,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1123.23143444442
72,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,8ce07a6a-488b-4a53-a67c-4e702daa57bc,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,126.245237776422
73,Railroad Abandoned,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,7a04c5fd-95ad-4c7e-a75c-689ee08b6e95,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1134.14155949556
74,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,b1314e03-c1a1-407e-930e-de28a97e21ab,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,125.968846299719
75,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,3f0914b0-9f26-4789-89b4-0a4ec386161e,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,296.171086994434
76,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,ae64a64f-4d74-4469-86f1-21337b2140f7,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,740.952979216756
77,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,811f3d67-a629-40d6-a136-81c04c401764,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,775.068055361417
78,Railroad Centerline,Existing,,Surdex,2011-05-16T00:00:00.000Z,Parcel Data,Tazewell & Peoria Western,T & PW,Done,S. Bradbury,3d77798f-c4bd-49a6-9b31-8f227b30bb29,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,315.204342155477
79,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Caterpillar,CAT,Done,S. Bradbury,ddffbb47-ef87-41cc-a2be-c1090c5516a2,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1011.86773286477
80,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,CF Industries Inc.,,Done,S. Bradbury,205aa23e-7599-4f76-bcb2-4c8d8cb777cc,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1353.49819868003
81,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,CF Industries Inc.,,Done,S. Bradbury,cabe0444-1447-4f96-bd16-2888c4e92f5a,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1706.81532702472
82,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,CF Industries Inc.,,Done,S. Bradbury,e723d46d-ded6-4550-aec4-d094e15f96d3,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1069.72387389757
83,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,CF Industries Inc.,,Done,S. Bradbury,b2b1fc03-434a-45f6-9770-37325f45b128,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,149.057589480279
84,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,CF Industries Inc.,,Done,S. Bradbury,2b3860ed-dab0-495c-906e-7bdca3f5098a,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,1782.93701054444
85,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,CF Industries Inc.,,Done,S. Bradbury,f78374de-a237-48c3-b48b-ddb1b9971060,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,2059.22759340567
86,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Goldschmidt Chemical Corporation,,Done,S. Bradbury,bc2eccd5-326c-4314-8e70-e040c8876633,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,2068.9672792373
87,Railroad Centerline,Existing,,Surdex,2011-05-03T00:00:00.000Z,Parcel Data,Goldschmidt Chemical Corporation,,Done,S. Bradbury,4682dddc-cf95-461b-a1bd-bd06e2c766bc,GISAdmin,2018-06-22T17:52:23.771Z,GISAdmin,2018-06-22T17:52:23.771Z,401.830810434811
